ref,kind,type,status,receiveddate,closeddate,receivedhow,receivedwhere,location,latitude,longitude
7a0e72cf8d221a0f14f21c13a63f1c8e,Noise Request,Noise complaint,Closed,15/07/2015 03:10:00 PM,27/01/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.401355597875991, -2.3422007826980553)",51.401355597875991,-2.342200782698055
b7dfd82d8270158bdfc7397d72c1de5d,Noise Request,Noise complaint,Closed,02/10/2015 01:30:00 PM,22/10/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.401816804139834, -2.5085960938493606)",51.401816804139834,-2.508596093849361
fcd3880f26c745baf9aa0ab6c710c3b2,Noise Request,Noise complaint,Closed,20/07/2015 08:47:00 AM,24/08/2015 12:00:00 AM,Emergency/Out of Hours,Normal Office Hours,"(51.376278311656939, -2.3653742682365895)",51.376278311656939,-2.36537426823659
e895b2e5f4b2a3c4a0fcfc10352ac777,General Request,Bonfires,Closed,29/09/2015 10:06:00 AM,30/09/2015 12:00:00 AM,Telephone,In office,"(51.330426975792541, -2.5387370481504297)",51.330426975792541,-2.53873704815043
94bb38d8803d0c500b1cc0ca02e6eb92,General Request,Bonfires,Closed,20/04/2015 11:20:00 AM,12/05/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.400189948184554, -2.3546602676608135)",51.400189948184554,-2.354660267660814
a99cc04fe89712f0c15fcb8bb6842a6f,General Request,Nuisance (excluding noise & pollution),Closed,12/11/2015 04:39:00 PM,01/12/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.369614130910158, -2.3934037023653865)",51.369614130910158,-2.393403702365386
022db6846fade3899ff2102df54cfc23,Noise Request,Noise complaint,Closed,22/02/2016 11:16:00 AM,23/03/2016 12:00:00 AM,Emergency/Out of Hours,In office,"(51.309316630835681, -2.504381180402194)",51.309316630835681,-2.504381180402194
052cf47c2d3ac182e4794a375e2f3c4c,Noise Request,,Closed,16/02/2016 08:40:00 AM,07/04/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.318426746246175, -2.4295837329343679)",51.318426746246175,-2.429583732934368
39c8b38a15e7dc77f045f9dfa4a92c25,Noise Request,Noise complaint,Closed,10/11/2015 02:55:00 PM,04/02/2016 12:00:00 AM,Telephone,In office,"(51.362197605582715, -2.3586021069319441)",51.362197605582715,-2.358602106931944
7852ad3c09e599dc812fa20da071acd4,Noise Request,Noise complaint,Closed,17/02/2016 07:41:00 AM,19/02/2016 12:00:00 AM,Electronic Mail,Out of hours service,"(51.377944225332897, -2.3583161441289304)",51.377944225332897,-2.35831614412893
b76ec1f7b5396489e11a102d18204d0b,General Request,Bonfires,Closed,05/05/2015 09:37:00 AM,11/05/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.373632714838195, -2.4004271371185442)",51.373632714838195,-2.400427137118544
ec8800a7bdf2a9af9e1bf6e5b8c39c48,General Request,Bonfires,Closed,01/10/2015 08:40:00 AM,27/10/2015 12:00:00 AM,Telephone,In office,"(51.37603511507838, -2.3478907282341965)",51.37603511507838,-2.347890728234196
f925cf52aa9c7beacdc70658b5a92eaa,Noise Request,Noise complaint,Closed,07/12/2015 01:22:00 PM,08/12/2015 12:00:00 AM,Telephone,,"(51.381636071767041, -2.3582165518477507)",51.381636071767041,-2.358216551847751
07870a0cd32b0e633a653f4447c81ae4,General Request,Rat Complaint,Closed,29/06/2015 09:58:00 AM,27/08/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.401497093362671, -2.2941722608885762)",51.401497093362671,-2.294172260888576
37267caf02ff11b963c3d8ef6e286327,Noise Request,Noise complaint,Closed,19/02/2015 09:52:00 AM,15/04/2015 12:00:00 AM,Electronic Mail,,"(51.379832328239267, -2.3967947302313877)",51.379832328239267,-2.396794730231388
9b25f1c935a2968e3d756967e902f719,Noise Request,Noise complaint,Closed,06/10/2015 11:31:00 PM,07/10/2015 12:00:00 AM,Telephone,Out of hours service,"(51.361811668101041, -2.3862027325701161)",51.361811668101041,-2.386202732570116
d3e4d8ec7e1f5a7094e996b79557579f,Noise Request,,Closed,02/12/2015 03:41:00 PM,06/01/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.396821293112865, -2.3947004948718722)",51.396821293112865,-2.394700494871872
921067f2479d714704bc766decae3ff6,Noise Request,Noise complaint,Closed,14/02/2016 02:19:00 PM,15/02/2016 12:00:00 AM,Telephone,Out of hours service,"(51.405981880790016, -2.4871300596114523)",51.405981880790016,-2.487130059611452
4dded05b21a60bb8a8ef7d7bfb9829c3,Noise Request,Noise complaint,Closed,01/06/2015 08:57:00 AM,01/06/2015 12:00:00 AM,,In office,"(51.380986854784993, -2.3555360033751214)",51.380986854784993,-2.355536003375121
8dd1308cf3bf160fe02699e42cb9a1b0,Noise Request,Noise complaint,Closed,02/10/2015 09:09:00 AM,02/10/2015 12:00:00 AM,Emergency/Out of Hours,Out of hours service,"(51.38253073796615, -2.3666947307783222)",51.38253073796615,-2.366694730778322
c1e53df4f8b4e205edc367eb8e0592ea,General Request,Bonfires,Closed,30/06/2015 10:24:00 AM,30/06/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.287525841650272, -2.4898334198124106)",51.287525841650272,-2.489833419812411
502980bc2446348d918916369124c7cc,Noise Request,Noise complaint,Closed,08/07/2015 01:15:00 PM,28/09/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.372701780113438, -2.3727951895327886)",51.372701780113438,-2.372795189532789
c3612c1f15f2c4e9991751fdfe999708,General Request,Bonfires,Closed,03/03/2015 08:58:00 AM,13/04/2015 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.3704686190218, -2.3561718365464799)",51.3704686190218,-2.35617183654648
d7d8429dc225bfed3fc504215caad513,General Request,Accumulations (including refuse & litter,Closed,21/07/2015 11:27:00 AM,27/07/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.286368384682454, -2.4690024999873219)",51.286368384682454,-2.469002499987322
5b107f0627308611c49178e268079fcc,Noise Request,Noise complaint,Closed,11/03/2015 08:20:00 AM,01/04/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.357084847787753, -2.5784055176347103)",51.357084847787753,-2.57840551763471
438c0a789df69e819e2fcc69cbcb8a12,Noise Request,Noise complaint,Closed,03/02/2016 09:49:00 AM,02/03/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.28683234764064, -2.4781195400584917)",51.28683234764064,-2.478119540058492
13ff83ca05e5eab535193e34b44cfe50,General Request,Accumulations (including refuse & litter,Closed,20/03/2015 07:39:00 AM,21/09/2015 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.389254705418537, -2.3878748525510036)",51.389254705418537,-2.387874852551004
b636f5e3c7f633b696ff4de97489259d,General Request,Drainage Complaint,Closed,20/04/2015 04:08:00 PM,05/05/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.349322140249143, -2.5303931113532441)",51.349322140249143,-2.530393111353244
046cb1c8a10a0eebcc65ce387a8658a8,General Request,Bonfires,Closed,10/08/2015 09:07:00 AM,10/08/2015 12:00:00 AM,Emergency/Out of Hours,In office,"(51.370235779132834, -2.3827343200322773)",51.370235779132834,-2.382734320032277
35f2c9a3d3ac684653bf5bbcf52db20f,Noise Request,Noise complaint,Closed,29/09/2015 10:20:00 AM,21/10/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.302065292171321, -2.5008355606836723)",51.302065292171321,-2.500835560683672
f28a90597ce6b7805346d17b6fd19b55,Noise Request,Noise complaint,Closed,02/07/2015 09:10:00 AM,24/07/2015 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.363959928519861, -2.3706704345196243)",51.363959928519861,-2.370670434519624
ccbaebe2ae0a7ea8ef993352dc0d1741,Noise Request,Noise complaint,Under Investigation,22/02/2016 10:53:00 AM,,Telephone,In office,"(51.376278311656939, -2.3653742682365895)",51.376278311656939,-2.36537426823659
53b8cea670595de80beab078a523f109,Noise Request,Noise complaint,Closed,08/10/2015 01:22:00 PM,09/11/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.366409162099409, -2.3216434753775372)",51.366409162099409,-2.321643475377537
2324c3a24abfbc789440609704c35190,General Request,Bonfires,Closed,27/11/2015 09:22:00 AM,04/01/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.41491400025447, -2.5116594263480176)",51.41491400025447,-2.511659426348018
e036c8849a68a559ab7217a48f28b96b,General Request,Light pollution,Closed,16/02/2016 03:40:00 PM,18/02/2016 12:00:00 AM,Letter,Normal Office Hours,"(51.367673755900547, -2.3462916641227687)",51.367673755900547,-2.346291664122769
2c8806666f2511328ac51a831a2d4bbb,General Request,Rat Complaint,Closed,16/11/2015 04:26:00 PM,20/11/2015 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.382989793701718, -2.3589140279632597)",51.382989793701718,-2.35891402796326
c4f516ab8fbbc885734cb29b786b4253,Noise Request,Noise complaint,Closed,24/08/2015 09:56:00 AM,11/09/2015 12:00:00 AM,,In office,"(51.279865342815597, -2.4959935439107404)",51.279865342815597,-2.49599354391074
f3d2ced0b4e0105afff8065d398fe173,Noise Request,Noise complaint,Closed,07/07/2015 12:23:00 PM,08/10/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.388334823643937, -2.3628519202561447)",51.388334823643937,-2.362851920256145
ca0dade48a412e7df35e4e1abdd50913,Noise Request,Noise complaint,Closed,06/07/2015 02:41:00 AM,06/07/2015 12:00:00 AM,Telephone,Out of hours service,"(51.376278311656939, -2.3653742682365895)",51.376278311656939,-2.36537426823659
bb3903b5e74a7d9683e01e03de36f57e,Noise Request,Noise complaint,Closed,26/09/2015 11:00:00 PM,07/10/2015 12:00:00 AM,,In office,"(51.361897464252962, -2.3605912417451953)",51.361897464252962,-2.360591241745195
b62a631adf0d8af955516328c877cccc,Noise Request,Noise complaint,Closed,22/08/2015 08:26:00 AM,14/09/2015 12:00:00 AM,Electronic Mail,In office,"(51.361769114417783, -2.387005738981101)",51.361769114417783,-2.387005738981101
f2432d9e6c178b6f2a2664cd3865c7d2,General Request,General (non-noise) complaint,Under Investigation,12/02/2016 02:32:00 PM,,Referral - DOH     (PH only),Normal Office Hours,"(51.387132829798787, -2.3566767796631392)",51.387132829798787,-2.356676779663139
d6802a8358ad4e5fe959014f0ceaf774,Noise Request,Noise complaint,Under Investigation,24/02/2016 09:43:00 AM,,Telephone,Normal Office Hours,"(51.417510675257176, -2.5023182287785573)",51.417510675257176,-2.502318228778557
7958b87670c21edd468c95255ea5a728,Noise Request,Noise complaint,Closed,01/04/2015 07:21:00 PM,02/04/2015 12:00:00 AM,Emergency/Out of Hours,,"(51.413696406465995, -2.4997275118947595)",51.413696406465995,-2.49972751189476
64bd2904c2707e5854abfa9159860116,Noise Request,Noise complaint,Closed,09/03/2015 01:27:00 PM,05/05/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.384909262927025, -2.3620086598987347)",51.384909262927025,-2.362008659898735
efc5f22664b2f52327469e8c4562f403,Noise Request,Noise complaint,Closed,15/05/2015 09:05:00 AM,15/05/2015 12:00:00 AM,Emergency/Out of Hours,Out of hours service,"(51.389345823012661, -2.4111549874161748)",51.389345823012661,-2.411154987416175
f7958b443e8edeb41bcf04b689c0a4a6,Noise Request,Noise complaint,Closed,30/03/2015 06:29:00 PM,05/05/2015 12:00:00 AM,Telephone,In office,"(51.391174643828897, -2.3554395335136951)",51.391174643828897,-2.355439533513695
eb5ab0c2098c6bffef17a936c010090e,Noise Request,Noise complaint,Closed,18/11/2015 02:34:00 PM,23/11/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.383931660928774, -2.3615191682696111)",51.383931660928774,-2.361519168269611
3397032d0ddc8ceb3407d15059daa5a2,Noise Request,Noise complaint,Closed,23/03/2015 04:10:00 PM,27/03/2015 12:00:00 AM,,Normal Office Hours,"(51.380912315905697, -2.3589196568389235)",51.380912315905697,-2.358919656838924
258e6e1cfef0a7cd7916a5f48c1f9f45,Noise Request,Noise complaint,Closed,18/11/2015 08:00:00 AM,29/12/2015 12:00:00 AM,Emergency/Out of Hours,In office,"(51.397434522936102, -2.3533266819419119)",51.397434522936102,-2.353326681941912
1692cdca6a6a9e876ee9587a0808e6ce,General Request,Bonfires,Closed,18/02/2015 05:37:00 PM,02/03/2015 12:00:00 AM,Electronic Mail,Out of hours service,"(51.393789612340683, -2.3242288574140826)",51.393789612340683,-2.324228857414083
daeaca855f5d24292c5c9ce6b79e09f7,Noise Request,Noise complaint,Closed,05/02/2016 07:51:00 PM,19/02/2016 12:00:00 AM,Electronic Mail,Out of hours service,"(51.415344537255777, -2.4913750104289156)",51.415344537255777,-2.491375010428916
7cfa9f5feb8a4b22f750ee17afd297a5,Noise Request,Noise complaint,Closed,11/02/2016 01:48:00 PM,07/03/2016 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.387704075022107, -2.4014193430473516)",51.387704075022107,-2.401419343047352
1806f35ab1c921443140eac776e91270,Noise Request,Noise complaint,Closed,28/10/2015 04:10:00 PM,06/11/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.380912315905697, -2.3589196568389235)",51.380912315905697,-2.358919656838924
dab44b15be67341b527dff0b8450c37d,Noise Request,Noise complaint,Resolution Target Passed,03/02/2016 07:40:00 AM,,Telephone,In office,"(51.385816167845739, -2.3897842119052912)",51.385816167845739,-2.389784211905291
3c0b0ebb22f48074d00fd39c8016e4d8,Noise Request,Noise complaint,Closed,22/07/2015 09:23:00 AM,03/08/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.383931660928774, -2.3615191682696111)",51.383931660928774,-2.361519168269611
c3cb3c6a560db8be533aefbe276559a2,General Request,Bonfires,Closed,04/06/2015 07:31:00 PM,17/06/2015 12:00:00 AM,Telephone,Out of hours service,"(51.30831738647538, -2.5017477681314357)",51.30831738647538,-2.501747768131436
15669b0ae405e470d800c2c497282335,Noise Request,Noise complaint,Closed,29/04/2015 01:53:00 PM,21/05/2015 12:00:00 AM,Neighbour,In office,"(51.384909262927025, -2.3620086598987347)",51.384909262927025,-2.362008659898735
da70028010350585c7be3c7b27b1703f,General Request,Bonfires,Closed,03/08/2015 06:02:00 PM,26/08/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.280462467599406, -2.4665016863107461)",51.280462467599406,-2.466501686310746
d82f8b7c3a13074281bf5fd346d9f7f2,Noise Request,Noise complaint,Closed,06/07/2015 02:32:00 PM,06/07/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.381604892259482, -2.3599205040002675)",51.381604892259482,-2.359920504000268
7dad9b89ed3e6418b96b73dff4accc60,Noise Request,Noise complaint,Closed,28/02/2015 10:15:00 AM,17/03/2015 12:00:00 AM,Telephone,Out of hours service,"(51.387858287788532, -2.3643800307198113)",51.387858287788532,-2.364380030719811
29ea86c45126d9ca7d9b79b27c90a1c1,Noise Request,Noise complaint,Closed,27/11/2015 11:00:00 AM,29/12/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.3789440086098, -2.3866284565181526)",51.3789440086098,-2.386628456518153
f996643a4711fb5f2d7e97e9e155055f,Noise Request,Noise complaint,Closed,16/07/2015 04:37:00 PM,11/08/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.323631431806852, -2.5076153780022552)",51.323631431806852,-2.507615378002255
2e9c47206b06b005c44e63137ae5574b,General Request,Bonfires,Closed,06/07/2015 11:59:00 AM,30/07/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.358787287321277, -2.3600841482728945)",51.358787287321277,-2.360084148272894
2545b4e5a83e7ffdadacc1062fe3bbac,General Request,Accumulations (including refuse & litter,Closed,13/04/2015 03:35:00 PM,05/05/2015 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.381089490267541, -2.39660366392317)",51.381089490267541,-2.39660366392317
9af57ff2be730992a2f38457aeb18b12,Noise Request,Noise complaint,Closed,29/12/2015 02:11:00 PM,25/01/2016 12:00:00 AM,Telephone,In office,"(51.374565353698493, -2.3789854842802409)",51.374565353698493,-2.378985484280241
dea250c867a857d6437ba0979bed243b,Noise Request,Noise complaint,Closed,27/08/2015 08:01:00 AM,02/09/2015 01:44:00 PM,Telephone,Out of hours service,"(51.280583196726667, -2.4911095969717114)",51.280583196726667,-2.491109596971711
634e84fa8cf7ce2d40266cdc4f592a4f,General Request,General (non-noise) complaint,Closed,04/08/2015 04:52:00 PM,04/08/2015 12:00:00 AM,Telephone,In office,"(51.277872082967207, -2.4675392777999265)",51.277872082967207,-2.467539277799926
1bd253d4b92f5c528b819a490f215142,Noise Request,Noise complaint,Closed,27/07/2015 04:16:00 PM,28/09/2015 12:00:00 AM,Telephone,In office,"(51.37117589206764, -2.3798562920471102)",51.37117589206764,-2.37985629204711
004bb69583825558bef11a4e7d1901d8,Noise Request,Noise complaint,Closed,28/07/2015 02:32:00 AM,03/02/2016 12:00:00 AM,Telephone,Out of hours service,"(51.391043863792788, -2.3564087888592931)",51.391043863792788,-2.356408788859293
a8408ebaa2735574f7ee59fb7b4ead77,Noise Request,Noise complaint,Closed,01/06/2015 12:33:00 PM,03/07/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.391914362268338, -2.3552241615106388)",51.391914362268338,-2.355224161510639
0f37bad9ec7f72e95a284780578cf0e4,Noise Request,Noise complaint,Closed,23/02/2015 05:26:00 PM,10/03/2015 12:00:00 AM,Telephone,Out of hours service,"(51.384909262927025, -2.3620086598987347)",51.384909262927025,-2.362008659898735
a3e0afee77f4a3bb2aefc9185a29c0ce,Noise Request,Noise complaint,Closed,21/06/2015 01:46:00 AM,20/07/2015 12:00:00 AM,Telephone,Out of hours service,"(51.381512840759484, -2.3635515949662205)",51.381512840759484,-2.36355159496622
54bd9e15848533c067d4053c079c321d,Noise Request,Noise complaint,Closed,17/10/2015 01:51:00 AM,27/10/2015 12:00:00 AM,Emergency/Out of Hours,In office,"(51.315385082521388, -2.4311350700895362)",51.315385082521388,-2.431135070089536
247d431a4fb0e65403bbfcb365e98d5b,Noise Request,Noise complaint,Closed,11/05/2015 11:39:00 AM,22/06/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.407956585799262, -2.5077206411445081)",51.407956585799262,-2.507720641144508
eaffffdcba5578b1e429756df5f2112d,Noise Request,Noise complaint,Closed,09/11/2015 08:38:00 AM,29/12/2015 12:00:00 AM,Noise Mobile App,In office,"(51.385721399927419, -2.3525253721693433)",51.385721399927419,-2.352525372169343
b1d676de0e976ce6f9b5b37d9d476114,General Request,Light pollution,Closed,13/01/2016 10:16:00 AM,25/01/2016 12:00:00 AM,Telephone,In office,"(51.299833969652312, -2.4945464239368382)",51.299833969652312,-2.494546423936838
accec16889c47d9d819c0d026ad9d370,General Request,Accumulations (including refuse & litter,Closed,27/07/2015 04:51:00 PM,10/08/2015 12:00:00 AM,Telephone,,"(51.376278311656939, -2.3653742682365895)",51.376278311656939,-2.36537426823659
e5f0af45999d6fd04ed588c8fdc83686,Noise Request,Noise complaint,Closed,01/07/2015 04:43:00 PM,02/07/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.287350091847536, -2.4614082800632566)",51.287350091847536,-2.461408280063257
c48552caad3444ec3fab9a405d072eb8,General Request,Odour/Fumes,Closed,29/04/2015 02:20:00 PM,29/04/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.340140793266961, -2.582401585018665)",51.340140793266961,-2.582401585018665
019c5d32d607121ca38da83e4cc6d29d,Noise Request,Noise complaint,Under Investigation,08/03/2016 10:45:00 AM,,Council Connect,In office,"(51.363959928519861, -2.3706704345196243)",51.363959928519861,-2.370670434519624
0d1d25c3028f50f2c411799869ecea7e,General Request,Rat Complaint,Closed,29/03/2016 09:05:00 AM,29/04/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.364476126327666, -2.359397379455852)",51.364476126327666,-2.359397379455852
00c7a16a390eed7e31e71ba53f5f8d1c,Noise Request,,Closed,29/03/2016 09:10:00 AM,25/04/2016 12:00:00 AM,Emergency/Out of Hours,Normal Office Hours,"(51.29200074813766, -2.4809880006973568)",51.29200074813766,-2.480988000697357
fa02819652f221d5712f25c6bf4bfa32,General Request,Bonfires,Closed,10/04/2015 10:32:00 AM,08/05/2015 12:00:00 AM,,Normal Office Hours,"(51.373103098541037, -2.6173166335328446)",51.373103098541037,-2.617316633532845
0d35493c219071248a0e2d4023bd19e4,Noise Request,Noise complaint,Closed,29/02/2016 12:00:00 PM,02/03/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.284788544761604, -2.4623331647298947)",51.284788544761604,-2.462333164729895
a98d297ffccdca3322b6413f6e4b69ab,General Request,Accumulations (including refuse & litter,Closed,08/05/2015 04:09:00 PM,17/08/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.385178896238898, -2.3997071998997352)",51.385178896238898,-2.399707199899735
10b25f0afc9fb1ba4de1c4f96f0d254e,Noise Request,Noise complaint,Closed,09/03/2016 09:43:00 AM,23/03/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.354826468593828, -2.3801739503112378)",51.354826468593828,-2.380173950311238
cb567cd58ffd4db960d84629cafebc7b,Noise Request,Noise complaint,Closed,22/03/2015 03:27:00 AM,16/04/2015 12:00:00 AM,Electronic Mail,Out of hours service,"(51.386320793989618, -2.3621341631056336)",51.386320793989618,-2.362134163105634
c196775fe0d74950fa7dd8a09363d9e2,General Request,Accumulations (including refuse & litter,Closed,17/06/2015 05:53:00 AM,03/07/2015 12:00:00 AM,Electronic Mail,Out of hours service,"(51.360353889510307, -2.3798709269084855)",51.360353889510307,-2.379870926908486
1b9b5ec010063bc7afaf505c21758b3d,Noise Request,Noise complaint,Closed,13/04/2015 02:23:00 PM,12/05/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.305371080767586, -2.5088186768360066)",51.305371080767586,-2.508818676836007
5fadf3b191ae1fcea59fb65038dfc5c9,General Request,Drainage Complaint,Closed,12/01/2016 12:42:00 PM,12/01/2016 12:00:00 AM,Telephone,In office,"(51.392691009542744, -2.3504651823979694)",51.392691009542744,-2.350465182397969
25b10134d93277f1d954e135fb06172a,General Request,General (non-noise) complaint,Closed,17/08/2015 02:11:00 PM,17/08/2015 12:00:00 AM,Telephone,In office,"(51.391171415022313, -2.3961428264558027)",51.391171415022313,-2.396142826455803
1e08f2ab875dad610a35a1bdd1af6563,General Request,Bonfires,Closed,07/03/2016 11:56:00 AM,31/03/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.408584122095242, -2.4983424446929603)",51.408584122095242,-2.49834244469296
c032d4d4934a9de635fc2d7abdea5094,Noise Request,Noise complaint,Closed,10/08/2015 12:30:00 PM,02/09/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.382606299628137, -2.4020557476621218)",51.382606299628137,-2.402055747662122
ddd653a135c2def4ccf45fa3279a8b89,Noise Request,Noise complaint,Closed,24/11/2015 10:35:00 AM,04/01/2016 12:00:00 AM,Council Connect,In office,"(51.380694466607501, -2.3782418126574942)",51.380694466607501,-2.378241812657494
0e9df8eb98b2aef407ea3df41eabc59f,General Request,Accumulations (including refuse & litter,Closed,29/03/2016 11:02:00 AM,08/04/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.35490449342096, -2.3764192898657317)",51.35490449342096,-2.376419289865732
cc66abdc618e8faf52ad3b3b0639e61f,General Request,Bonfires,Closed,27/02/2015 09:05:00 AM,16/04/2015 12:00:00 AM,Telephone,In office,"(51.333491812802414, -2.5267878328915523)",51.333491812802414,-2.526787832891552
97573721448d5e3dbe0e98b4c1220441,Noise Request,Noise complaint,Closed,25/01/2016 05:09:00 PM,26/01/2016 12:00:00 AM,Electronic Mail,Out of hours service,"(51.358236891498393, -2.3837022872731248)",51.358236891498393,-2.383702287273125
70334c1084afb6e1353e7bbd5c05408e,Noise Request,Noise complaint,Closed,14/12/2015 08:18:00 AM,06/01/2016 12:00:00 AM,Electronic Mail,Out of hours service,"(51.376426004368135, -2.3577931852355958)",51.376426004368135,-2.357793185235596
dbf6804093039c416a8042b68fda1cf6,Noise Request,Noise complaint,Closed,29/12/2015 09:46:00 AM,25/01/2016 12:00:00 AM,Emergency/Out of Hours,In office,"(51.410778511584034, -2.4992661034655907)",51.410778511584034,-2.499266103465591
9a58cc6ec035cfb027b5f32eb51f3b00,Noise Request,Noise complaint,Closed,29/10/2015 09:24:00 PM,04/12/2015 12:00:00 AM,Telephone,Out of hours service,"(51.377898554436193, -2.3836203610498523)",51.377898554436193,-2.383620361049852
b555ba02b4dd1c4cfb10ac63b356db0a,Noise Request,Noise complaint,Closed,03/11/2015 10:10:00 AM,30/11/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.301243227913993, -2.4996336516059068)",51.301243227913993,-2.499633651605907
6031e4119f97aa86a91683ea19407b28,Noise Request,Noise complaint,Closed,26/10/2015 08:21:00 AM,16/11/2015 12:00:00 AM,Noise Mobile App,In office,"(51.363959928519861, -2.3706704345196243)",51.363959928519861,-2.370670434519624
f15417251f847bba2e1c0f6732f8c0d8,Noise Request,Noise complaint,Closed,13/01/2016 12:53:00 PM,18/01/2016 12:00:00 AM,Neighbour,In office,"(51.286167775638269, -2.4651166966317546)",51.286167775638269,-2.465116696631755
